run,sample_idx,error
1,1,3.8418745424597094
1,2,3.8418745424597094
1,3,3.8418745424597094
1,4,3.8418745424597094
1,5,3.8418745424597094
1,6,3.8418745424597094
1,7,3.8418745424597094
1,8,3.8418745424597094
1,9,3.8418745424597094
1,10,3.8418745424597094
1,11,3.8418745424597094
1,12,3.8418745424597094
1,13,3.8418745424597094
1,14,3.8418745424597094
1,15,3.8418745424597094
1,16,3.8418745424597094
1,17,3.8418745424597094
1,18,3.8418745424597094
1,19,3.8418745424597094
1,20,3.8418745424597094
1,21,3.8418745424597094
1,22,3.8418745424597094
1,23,3.8418745424597094
1,24,3.8418745424597094
1,25,3.8418745424597094
1,26,3.8418745424597094
1,27,3.8418745424597094
1,28,3.8418745424597094
1,29,3.8418745424597094
1,30,3.8418745424597094
1,31,4.2
1,32,3.8418745424597094
1,33,3.8418745424597094
1,34,3.8418745424597094
1,35,3.8418745424597094
1,36,3.8418745424597094
1,37,3.8418745424597094
1,38,3.8418745424597094
1,39,3.8418745424597094
1,40,3.8418745424597094
1,41,3.8418745424597094
1,42,3.8418745424597094
1,43,3.8418745424597094
1,44,3.8418745424597094
1,45,3.8418745424597094
1,46,3.8418745424597094
1,47,3.8418745424597094
1,48,3.8418745424597094
1,49,3.8418745424597094
1,50,3.8418745424597094
1,51,3.8418745424597094
1,52,3.8418745424597094
1,53,3.8418745424597094
1,54,3.8418745424597094
1,55,3.8418745424597094
1,56,3.8418745424597094
1,57,3.8418745424597094
1,58,3.8418745424597094
1,59,3.8418745424597094
1,60,3.8418745424597094
1,61,3.8418745424597094
1,62,3.8418745424597094
1,63,3.8418745424597094
1,64,3.8418745424597094
1,65,3.8418745424597094
1,66,3.8418745424597094
1,67,3.8418745424597094
1,68,3.8418745424597094
1,69,3.8418745424597094
1,70,3.8418745424597094
1,71,3.8418745424597094
1,72,3.8418745424597094
1,73,3.8418745424597094
1,74,3.8418745424597094
1,75,3.8418745424597094
1,76,3.8418745424597094
1,77,3.8418745424597094
1,78,3.8418745424597094
1,79,3.8418745424597094
1,80,3.8418745424597094
1,81,3.8418745424597094
1,82,3.8418745424597094
